page_number,directions,ingredients,prep_time_minutes,ready_in_minutes
103,"1. Pre-heat the oven to 400°F (204°C).
2. Cook the lasagna according to package instructions, and set aside.
3. Sauté garlic and onions on a pan over medium-high heat until 
golden brown.
4. Remove the onions and garlic and place in a large bowl.
5. In the same pan, cook the lean ground “meat” until fully cooked. 
When fully cooked, remove from the pan, drain/rinse out any 
excess liquid, and add the the bowl with onion & garlic.
6. Add pasta sauce to the ground round mixture and mix well.
7. In a separate bowl mix the cottage cheese and spinach.
8. Spray a casserole dish with cooking spray and build the lasagna. 
Spread ¼ cup of the “meat” sauce on the bottom of the casserole 
dish. Place lasagna noodles over the sauce. Lay zucchini on top of 
the noodles. Spread ½ of the ricotta cheese/spinach mix on top 
of the zucchini. Spread ⅓ of the turkey pasta mix over the ricotta. 
Repeat with another layer of lasagna noodles and zucchini. Spread 
the remaining pasta sauce on top, and the place fat-free cheese 
on top of that.
9. Cover with foil (spray with cooking spray) and place in the oven. 
After 30 minutes, remove the foil and bake for another 30 minutes.
10. Let cool (20 minutes) before cutting and serving.","M A K E S  6  S E R V I N G S
9 regular lasagna sheets
8 slices fat-free cheese (or 152g 
shredded fat-free cheese) (240 
calories)
500g frozen spinach, thawed and 
drained
250g zucchini, sliced lengthwise
500g 0% fat cottage cheese
330g Yves Veggie Ground Round 
(or equivalent veggie ground beef 
of choice up to 330 calories)
1000g (4 cups) of flavoured pasta 
sauce of choice (up to 50 calories 
per 125g [½ cup])
125g onion, diced
2 garlic cloves, minced
80ml (⅓ cup) water
Anabolic Veggie Lasagna
D I F F I C U L T Y
HARDER THAN LAST TIME",30,90
104,"1. Preheat the oven to 450°F/232°C. 
2. In a large bowl, add the asparagus, minced garlic, onions, lemon 
zest, 1 tsp kosher salt and 1 tsp black pepper. 
3. Spray with little cooking spray for 2 seconds and toss the veggies 
well.
4. Season the salmon with the other salt, pepper and garlic powder 
to taste. Place the salmon on a baking sheet. 
5. Sprinkle the dill on top of the salmon and cover with the lemon 
slices to cover.
6. Arrange the asparagus spears on the same baking sheet tray 
around the salmon making sure they are spread out and not 
overlapping each other.
7. Bake the salmon and asparagus in the oven for 12 minutes or 
until the asparagus is soft and tender and the salmon is cooked 
through and flaky.
8. Transfer the salmon and asparagus to a plate and serve.","M A K E S  6  S E R V I N G S
1000g (35 oz) salmon filet
1000g asparagus spears
500g yellow onion, diced
1 - 2 tsp minced garlic (or 2 garlic 
cloves, minced)
Lemons + slices of the lemon
Spices: Kosher salt, black pepper, & 
garlic powder (to taste)
1 tsp fresh dill, chopped
Baked Lemon Garlic Salmon 
with Asparagus",10,30
106,"1. Spray a nonstick skillet with cooking spray and add the chicken. 
Sear the chicken on all sides.
2. Add the chicken broth to the skillet with all the remaining 
ingredients and stir well. 
3. Bring the mixture to a rolling boil, then cover with a lid and 
reduce to a low simmer. Continue to cook on medium low heat 
for 20 minutes. After 20 minutes, remove the lid and raise the 
temperature to medium high. Cook for 5 minutes to reduce the 
liquid in the skillet and form a thick sauce. You want the sauce to 
be slightly thick but not too much. The dish is supposed to be 
almost like a stew.
4. Remove from the heat and transfer the chicken cacciatore to a 
bowl. Garnish with fresh chopped parsley, serve and enjoy!","M A K E S  4  S E R V I N G S
300g (11oz) chicken breast, 
boneless and skinless, cut in 1-inch 
cubes  
700g tomato, diced 
200g yellow onion
200g celery, diced
200g white mushrooms, sliced
4 garlic cloves, minced 
500ml chicken broth 
156g (1 small can ⅔ cup) tomato 
paste
Salt and pepper to taste",15,30
107,"1. Cut the chicken breast into small pieces and put in a bowl or in a 
zip-top bag.
2. Pour Italian Salad Dressing over the chicken breast, toss well, zeal 
and refrigerate for at least 5 hours (best to leave overnight).
3. Pour the egg whites in a separate bowl. 
4. Remove the piece of chicken from the bag and dip in the egg 
whites, repeat this for all the chicken pieces.
5. Rub the chicken pieces with Mrs Dash Spice or the mixed spices.
6. Place in an air fryer for 10 minutes.
7. Remove from the air fryer, serve and enjoy.",,20,40
109,"1. Heat a skillet over medium-high heat. Spray with cooking spray. 
Add all of the vegetables, and toss with salt and pepper. Once 
the vegetables are mostly cooked, add the shrimp and sauté 
until mostly cooked.
2. Pre-heat the oven to 400°F (204°C). Spray a baking sheet with 
cooking spray, and then lay the tilapia flat on the baking sheet.
3. Pour lemon juice and zest over the fillets.
4. Transfer the sautéed vegetables and shrimp to the top of the 
tilapia filets. 
5. Place all in the oven for 8-12 minutes, or until the tilapia is fully 
cooked.
6. Remove the fish and vegetables from the oven, and plate and 
serve. Enjoy!","M A K E S  5  S E R V I N G S
850g (30oz) tilapia filet (measured 
raw)
425g (15oz) shrimp, peeled and 
POOP removed (measured raw)
550g zucchini, cut into strips
550g green cabbage, shredded
300g tomatoes, diced
550g yellow squash, cut into strips
300g carrots, cut into strips
5 garlic cloves, minced
50g yellow onion, minced
Zest and juice of 5 lemons
Salt & pepper to taste
75ml (5 tbsp) water
Citrus Tilapia, Shrimp 
& Vegetables",15,35
110,"1. Cook NuPasta according to package instructions, and set aside.
2. Heat a pan over medium heat. Spray pan with cooking spray. Add 
veggies and chicken to pan and sauté until it is cooked through. 
Add spices to taste.
3. Add cooked nupasta and pasta sauce to the pan and sauté all 
together for a few minutes.
4. Serve and eat altogether in a bowl.","M A K E S  1  S M A L L  S E R V I N G
1 package of NuPasta (35 calories)
125g (½ cup) pasta sauce (up to 60 
calories)
90g chicken breast (measured 
cooked)
½ serving veggies (50 calories)
Spices/condiments to taste
Cooking spray
G L U T E N - F R E E",10,25
114,"1. Place the red bell peppers, spinach, garlic and water in the pan 
and cook over medium/high heat.
2. Steam the veggies until the water has evaporated, then turn off 
the heat. 
3. Slice chicken breast horizontally in half. 
4. If the chicken is underweight add small pieces of chicken until you 
have the correct amount.
5. Place saran wrap over the chicken and lightly pound it out till flat 
with whatever is available.
6. Remove the Saran Wrap unless you’re a Moron.
7. Season the chicken on both sides with a bit of salt, pepper and 
Italian seasoning to taste.
8. Cover the chicken with a slice of prosciutto. Then, lay the chicken 
with the prosciutto on the bottom and chicken on the top.
9. Lay the steamed veggies on top of the chicken.
10. Carefully fold the chicken/prosciutto over the veggies to seal 
everything inside.
11. Place the stuffed chicken into a casserole dish with the open side 
down.
12. Place the stuffed chicken in the oven at 350°F (177°C) for 16-18 
minutes.
13. Put on a plate and eat slower than last time.","M A K E S  4  S E R V I N G S
440g (~15 oz) chicken breast, 
boneless and skinless (measured 
raw)
4 slices (56g) prosciutto or ham (120 
calories)
600g spinach leaves
300g red bell pepper, diced
4 garlic cloves, minced
Salt, pepper, & Italian seasoning to 
taste
240 mL (1 cup) water
Prosciutto-Wrapped 
Chicken & Veggies
D I F F I C U L T Y
HARDER THAN LAST TIME",15,35
115,"1. Preheat the oven to 400°F/204°C. Place the pork tenderloin on a 
baking tray and bake in the oven for 10-15 minutes till completely 
cooked through or the internal temperature of the pork is 
145°F/63°C. Remove from the oven and set aside.
2. In a sauce pot, place the tomatoes, peppers, garlic and onions in 
the pot. Cover with water and boil over high heat for 10 minutes 
or until the veggies are soft and tender.
3. Remove from the heat and drain the liquid. 
4. Place the cooked veggies in a blender with the salt, pepper, 
cilantro, coriander and chicken stock. 
5. Blend until the mixture is smooth. 
6. Transfer the green mixture back to a sauce pot and heat to 
medium heat. Continue to cook for 5 minutes then reduce to 
a low simmer. The soup should have reduced by this point and 
thickened slightly.
7. Chop the pork tenderloin up into small diced cuts and add to 
the green chile stew. Continue to cook at a low simmer for an 
additional 5 minutes. Remove from the heat and transfer to a 
bowl. Serve and enjoy!",,20,45
117,"1. In a large bowl, add the ground turkey, breadcrumbs, and spices.  
Mix together thoroughly to make sure the turkey meat gets all the 
seasonings. 
2. Using an ice cream scoop, portion out the meatball mixture as 
desired. Form the balls in your hands by rolling them back and 
forth. Place them on a baking sheet tray that has been coated with 
cooking spray.
3. Preheat the oven to 400°F/204°C. Bake the meatballs in the oven 
for 20 minutes or until they are cooked all the way through or have 
an internal temperature of 165°F/74°C. Remove them from the 
oven and set aside to rest.
4. In a skillet, add the beef broth and heat over high heat. While the 
broth is heating up, mix the cornstarch and water together in a 
small bowl.
5. Once the beef broth is boiling, add the cornstarch/water mixture 
and whisk constantly until the sauce thickens slightly. 
6. Reduce the heat to a low simmer and add the meatballs.
7. Once the sauce has thickened and the meatballs are covered in the 
gravy, transfer to a serving bowl and garnish with fresh chopped 
parsley. Serve with toothpicks so people can eat one at a time with 
them. Enjoy!","M A K E S  2 3  S M A L L  B A L L S 
( O R  2 3  S E R V I N G S )
900g (32 oz) lean ground turkey or 
beef, raw
160g Panko breadcrumbs
960 ml beef broth
30g (~4 tbsp) corn starch
60ml (4 tbsp) water
1-2 tsp of the following spices (to 
taste): salt, black pepper, garlic 
powder, onion powder, ground 
cinnamon, nutmeg
½ tsp clove (ground or whole)
Swedish Meatballs",20,40
119,"1. Boil 4 liters (or 4 quarts) of water with salt over high heat. Once 
water starts to boil, reduce heat to medium to bring the water to 
a simmer. Add the potatoes and leave in pot until fully cooked 
through. Drain in a colander and add to Ninja blender.
2. Separately, cook the cauliflower in a boiling pot of water. Drain in 
a colander and add to Ninja blender.
3. Add baking powder, spices, half of the fat-free sour cream, and 
guar gum to Ninja blender and pulse blend until smooth.
4. Serve with the remaining fat-free sour cream and any preferred 
spices and garnish.","M A K E S  8  S E R V I N G S
900g (2 lbs or ~6 medium) potatoes
900g (2 lbs) cauliflower florets
230g (1 cup) fat-free sour cream
9g (3 tsp) guar/xanthan gum 
8g (2 tsp) baking powder
Spices to taste
Salt
Optional garnish: 
1 tbsp chives or scallions, diced",10,30
120,"1. Place the water and cauliflower in a large pot over high heat 
on the stove. Keep the cauliflower inside the pot until it cooks 
through and you can stick a fork through it.
2. Remove the cauliflower from the pot and strain in a collander to 
dry. Let stand for about 10 minutes.
3. Place the cauliflower in a blender and blend on high until it is 
shredded into little pieces.
4. Once dry, wrap the cauliflower in cheesecloth and squeeze out 
any additional liquid.","M A K E S  3  C U P S
700g cauliflower
4 liters water
Cauliflower Rice
D I F F I C U L T Y
HARDER THAN LAST TIME",10,60
121,"1. Pre-heat the oven to 400°F/204°C.
2. Cut the potatoes lengthwise into strips.
3. Place in a large bowl.
4. Pour the egg whites over the cut potatoes.
5. Sprinkle with salt and pepper and any additional seasonings you 
desire.
6. Place parchment paper on a baking sheet. Spray with cooking 
spray for 1 second, and then place the potato strips on the sheet.
7. Bake at 400°F/204°C. After 20 minutes, remove from the oven 
and move the potatoes around. Place the baking sheet back in 
the oven and let cook for another 10 minutes.
8. Remove the potato strips from the oven and allow to cool. 
Enjoy!","M A K E S  1  S E R V I N G
175g russet potato or white potato 
of choice
115g sweet potato
120g (½ cup) egg whites
Salt and pepper (to taste)
Optional:
Any spice(s) you desire (garlic 
powder, vegetable seasoning, Club 
House, seasoning salt)",10,45
122,"1. Pre-heat the oven to 350°F/177°C.
2. Slice the potatoes in half and cook in the microwave until fully 
cooked. You may also bake in the oven until completely cooked.
3. Scoop out the white part of the potato, and place into a separate 
bowl. Make sure the skin remains intact.
4. Mix inside white of potato, Greek yogurt, salsa, cheese, and deli 
meat until there is a smooth, even consistency.
5. Spray a baking sheet with cooking spray, and place the potato half 
skins on it. Spoon the potato mixture back into each of the potato 
skins, and place the baking sheet in the oven for 10 minutes.
6. Remove from the oven and serve. Top with green onion, cheese, 
& salt & pepper if desired.","M A K E S  1  S E R V I N G
300g any white potato (1 large 
potato)
120g (½ cup) 0% fat Greek yogurt
45g (3 tbsp) salsa
1 slice (or 19g shredded) fat-free 
cheese (30 calories)
50g deli meat of choice (50 calories)
1 tbsp sliced green onion
Salt & pepper (to taste)",10,45
125,"1. Mix the chocolate protein powder and powdered peanut butter in 
a bowl. Slowly add water to make a liquid paste consistency. Add 
sweetener if you desire more sweetness like Coach Greg.
2. Spread the liquid paste over the rice cakes.
3. Wash the apple and cut into thin slices, place on top of the rice 
cake.
4. Sprinkle with cinnamon. Enjoy!",,10,15
126,"1. Mix the chocolate protein powder and peanut butter powder in a 
bowl. Add water slowly to make a liquid paste consistency. (You 
may add a packet of sweetener if you prefer a very sweet taste.)
2. Spread the liquid paste over the rice cakes.
3. Place on a plate and put in the freezer for approximately 10-15 
minutes.
4. Remove from the freezer and top with fresh sliced strawberry, 
banana, or apple. Enjoy!",,10,15
127,"1. Set the rice cakes on a plate.
2. Mix chocolate protein powder and powdered peanut butter in a 
bowl. Add water slowly to make a liquid paste consistency (add 
sugar twin if you desire sweetness, I like it sweet).
3. Spread the chocolate protein and powdered peanut butter mix 
over the rice cakes.
4. Top the rice cakes with thinly sliced banana.",,10,20
129,"1. Preheat the oven to 350°F (177°C) and spray a baking sheet with 
cooking spray. 
2. In a bowl, mix all the dry ingredients together well. In a separate 
bowl, mix all the wet ingredients together well. Add the wet 
ingredients to the dry ingredients and combine until fully mixed 
throughout. Fold in the blueberries and mix gently. 
3. Place small spoonfuls of the batter on the baking sheet 1-2 inches 
(3-5cm) apart. Place in the oven and bake for 8-10 minutes or until 
the cookies begin to turn golden brown. Remove from the oven 
and allow the cookies to cool down for 10 minutes before serving.","M A K E S  1 2  C O O K I E S  ( 6 
S E R V I N G S )
180g (1½ cups) oat flour
100g (3 scoops) vanilla protein 
powder (390 calories, 75g protein)
250g (1 cup) 0% fat Greek yogurt
135g (¾ serving) fresh blueberries
125ml (½ cup) low calorie syrup
5g (1 tsp) vanilla extract
4g (1 tsp) baking powder
5g (1 tsp) baking soda
1 tsp salt",15,30
130,"1. Preheat the oven to 350°F/177°C. 
2. In a bowl, whisk together all the wet ingredients. 
3. In another bowl, mix the dry ingredients together. 
4. Gradually add the dry ingredients into the wet and mix thoroughly 
until smooth. Then add in the chocolate chips.
5. Using a spoon, drop 10 cookies onto parchment/splat mat (the 
cookies will spread a little).
6. Bake for 6-8 minutes. Depending on your protein, the cooking 
time may vary. It’s best to undercook so they are fudgy.
7. Let it cool slightly and put on a cooling rack to prevent cookies 
from continuing to bake or dry out.","M A K E S  1 0  S E R V I N G S
Whisk wet
1 large egg 
48g (½ cup) powdered peanut 
butter (PB2)
6 packets (¼ cup) sweetener 
30g (2 tbsp) unsweetened 
applesauce 
Mix dry
50g (1½ scoops) chocolate protein 
powder 
16g (2 tbsp) self-rising flour
20g (¼ cup) cocoa powder 
5g (1 tsp) baking soda
Mix-ins
30g (2 tbsp) mini sugar-free 
chocolate chips",10,20
131,"1. Preheat the oven to 350°F (177°C) and spray a baking sheet with 
cooking spray. 
2. In a bowl, mix all the dry ingredients together well. In a separate 
bowl, mix all the wet ingredients together well. Add the wet 
ingredients to the dry ingredients and combine until fully mixed. 
Fold in the mini chocolate chips and mix gently. 
3. Place 8 small spoonfuls of the batter on the baking sheet 1-2” (2-5 
cm) apart. Place in the oven and bake for 5-7 minutes or until the 
cookies begin to turn golden brown. Remove from the oven and 
allow the cookies to cool down for 10 minutes before serving.","M A K E S  8  C O O K I E S  ( 4 
S E R V I N G S )
60g (¼ cup) egg whites
72g (¾ cup) powdered peanut 
butter (PB2)
4 packets (~ 2 tbsp) sweetener
30g (2 tbsp) unsweetened 
applesauce
50g (1½ scoops) chocolate protein 
powder
16g (2 tbsp) self-rising flour
20g (¼ cup) cocoa powder
5g (1 tsp) baking soda
15g mini sugar-free chocolate chips",15,10
132,"1. Preheat the oven to 325°F (163°C).
2. Combine all wet ingredients into a bowl and whisk and set aside.
3. In a separate large bowl, combine all dry ingredients and stir, then 
add wet ingredients and stir until smooth consistency.
4. Spray a loaf pan with cooking spray. Pour the batter into the loaf 
pan and bake for 25-30 minutes or until a toothpick comes out 
clean.","M A K E S  1 2  C O O K I E S
180g (¾ cup) egg whites
570g (2⅓ cup) unsweetened apple 
sauce
24 packets (1 cup) sweetener 
300g (9 scoops) cinnamon or vanilla 
protein powder
120g raisins
7.5g (1½ tsp) baking powder
~ 4g (¾ tsp) baking soda
12g (2 tbsp) cinnamon
~ 4g (¾ tsp) nutmeg",15,40
133,"1. Preheat the oven to 350°F (177°C) and spray a baking sheet with 
cooking spray. 
2. Place all ingredients (except the chocolate chips) in a blender and 
blend until smooth. Then, add the chocolate chips and mix with a 
spatula until well mixed.
3. Spray a square pan with cooking spray for 1 second. Spread the 
batter in the square pan.
4. Place the pan in the oven and bake for 15-17 minutes or until a 
toothpick comes out clean.
5. Remove from the oven and allow the cookie bake to cool down 
for 10 minutes.
6. Cut into 8 pieces or however many servings are desired.","M A K E S  8  S E R V I N G S
60g (⅝ cup) powdered peanut 
butter (PB2)
66g (2 scoops) chocolate protein 
powder
375g chickpeas (canned, rinsed)
60g (¼ cup) egg whites 
30g (2 tbsp) sugar-free chocolate 
chips
60ml (¼ cup) low-calorie syrup 
5g (1 tsp) vanilla extract 
2 packets (~1 tbsp) sweetener
2g (½ tsp) baking powder
¼ tsp sea salt
Cooking spray",20,40
134,"1. Pre-heat the oven to 350°F (177°C).
2. Place all ingredients into a blender and blend on medium 
until smooth.
3. Spray a mixing bowl for 1 second with cooking spray. 
Add the mixture to the bowl and fold in the chocolate 
chips.
4. Spray an 8”x 8” (20 cm x 20 cm) square pan with 
cooking spray for 1 second. Spread the mixture with the 
chocolate chips in the square pan.
5. Place in the oven and bake until a toothpick comes out 
clean (approximately 45 minutes.)
6. Remove from the oven and let sit to cool completely and 
firm up.
7. Slice according to your preferred portion sizes and serve!","M A K E S  1  B A T C H .  S E R V I N G  S I Z E 
V A R I E S  D E P E N D I N G  O N  H O W 
L A R G E  O R  S M A L L  Y O U  C U T  T H E 
P I E C E S .
60g (⅝ cup) powdered peanut butter (PB2)
66g (2 scoops) protein powder
250g (1 cup) pure pumpkin
2.5g (½ tsp) baking powder 
¼ tsp sea salt 
5g (1 tsp) vanilla extract
375g chickpeas (canned, rinsed)
20g sugar-free chocolate chips
60g (¼ cup) egg whites
110g banana
125g (½ cup) 0% fat cottage cheese
60ml (¼ cup) Walden Farms sugar-free 
chocolate syrup
2 packets (~1 tbsp) sweetener 
Cooking spray",10,40
135,"1. Preheat the oven to 350°F/177°C.
2. In a bowl, place the powdered peanut butter, cottage cheese 
combine all the ingredients. Mix well until there is a smooth 
consistency.
3. Fold the chocolate chips into the batter.
4. Spray a cookie sheet with cooking spray. With your hands, form 
20 balls with the dough and place on a cookie sheet, leaving 
about 1” (~2cm) in between each dough ball.
5. Place in the oven and bake until the toothpick inserted into the 
middle comes out clean (approximately 15-17 minutes.)
6. Let sit to cool completely to firm up.","M A K E S  2 0  C O O K I E S
60g (⅝ cup) powdered peanut butter 
(PB2)
66g (2 scoops) chocolate protein 
powder
2g (½ tsp) baking powder
¼ tsp salt 
10g (2 tsp) vanilla extract
375g chickpeas (canned, rinsed)
20g sugar-free chocolate chips
60g (¼ cup) egg whites  
110g banana (1 serving)
125g (½ cup) 0% fat cottage cheese
80g (⅓ cup) Walden Farms chocolate 
syrup
2 packets (~1 tbsp) sweetener
Cooking spray",20,40
136,"1. Preheat the oven to 375°F (190°C). 
2. Mix all dry ingredients together in a bowl.
3. In a separate bowl, combine almond milk and vitafiber, 
stir and then heat in the microwave for 45 seconds.
4. Add the syrup/almond milk and egg white/banana to 
the dry mix, and stir until it forms a consistent paste.
5. Spray the cookie sheet with cooking spray. With your 
hands, shape 4-8 dough balls, and place on the cookie 
sheet 2” (5cm) apart from each other.
6. Place the chocolate chips evenly on each cookie.
7. Place in the oven for 12 min. Remove and let cool until 
you are ready to serve.
8. Eat warm or cold. I like it warm better!","M A K E S  4 - 8  C O O K I E S
66g (2 scoops) chocolate peanut butter whey 
protein powder
60g (¼ cup) IMO syrup such as Vitafiber
60g (~½ cup) oat flour
24g (¼ cup) powdered peanut butter (PB2)
25g (5 tbsp) cocoa powder
80ml (⅓ cup) unsweetened almond milk
10 packets (⅜ cup) sweetener
~1g (¼ tsp) baking powder
60g (¼ cup) egg whites
30g (~¼ serving) overripe banana
60ml (¼ cup) Walden Farms chocolate syrup
15g chocolate chips (80 calories)
Cooking spray",15,40
137,"1. Preheat the oven to 375°F (190°C). 
2. Mix all dry ingredients together in a bowl.
3. In a separate bowl, combine almond milk and vitafiber, stir 
and then heat in the microwave for 45 seconds.
4. Add the syrup/almond milk and egg whites to the dry mix, 
and stir until it forms a consistent paste.
5. Spray the cookie sheet with cooking spray. With your hands, 
shape 4-8 dough balls, and place on the cookie sheet 2” 
(5cm) apart from each other.
6. Place the chocolate chips evenly on each cookie.
7. Place in the oven for 12 min. Remove and let cool until you 
are ready to serve.
8. Eat warm or cold. I like it warm better!","M A K E S  4 - 8  C O O K I E S
66g (2 scoops) chocolate peanut butter 
whey protein powder
60g (¼ cup) IMO syrup such as Vitafiber
60g (~½ cup) oat flour
24g (¼ cup) powdered peanut butter 
(PB2)
25g (5 tbsp) cocoa powder
80ml (⅓ cup) unsweetened almond milk
10 packets (⅜ cup) sweetener
1g (~¼ tsp) baking powder
60g (¼ cup) egg whites
60ml (¼ cup) Walden Farms chocolate 
syrup
15g chocolate chips (80 calories)
Cooking spray",15,40
139,"1. Microwave IMO syrup in a bowl until bubbles start to form (about 
1 minute on high).
2. Remove bowl from microwave and add remaining ingredients. 
Combine all the ingredients together with a mixer or spoon until 
you achieve a sticky, doughy consistency.
3. Spread mixture onto a silicone tray and transfer to a freezer. Pro 
Tip: To help transfer the gooey mixture, Greg recommends that 
you spray one of your fingers with cooking spray to help to evenly 
distribute across the tray.
4. After about 1 hour in the freezer, remove the tray and let sit at 
room temperature for 5 minutes. Slice the batch into portion sizes 
of choice (for reference on the nutrition by portion size, see the 
nutrition table). Wrap individual pieces in wax paper and return 
them to the freezer.
5. Chocolate bars should remain in the freezer until they are ready 
to be eaten. Eat within 5 minutes of removing from the freezer for 
best results.","M A K E S  1  B A T C H  ( 8  L A R G E , 
1 2  M E D I U M ,  1 8  S M A L L ,  O R 
3 0  B I T E - S I Z E  P I E C E S )
231g (7 scoops) chocolate peanut 
butter whey protein powder
315g/ml (~1⅓ cup) IMO syrup such 
as Vitafiber syrup
220g (2 servings) overripe banana
60g Fiber One Original Bran cereal 
(120 calories)
Cooking spray",20,2 HOUR
140,"1. Microwave IMO syrup in a bowl until bubbles start to form (about 
30 seconds on high).
2. Remove bowl from microwave and add remaining ingredients. 
Combine all the ingredients together with a mixer or spoon until 
you achieve a sticky, doughy consistency.
3. Spread mixture onto a silicone tray and transfer to a freezer. Pro 
Tip: To help transfer the gooey mixture, Greg recommends that 
you spray one of your fingers with cooking spray to help to evenly 
distribute across the tray.
4. After about 1 hour in the freezer, remove the tray and let sit at 
room temperature for 5 minutes. Slice the batch into portion sizes 
of choice (for reference on the nutrition by portion size, see the 
nutrition table). Wrap individual pieces in wax paper and return 
them to the freezer.
5. Chocolate protein bars should remain in the freezer until they are 
ready to be eaten.","M A K E S  1  B A T C H .  S E R V I N G 
S I Z E  V A R I E S  D E P E N D I N G 
O N  H O W  L A R G E  O R  S M A L L 
Y O U  C U T  T H E  P I E C E S .
264g (8 scoops) chocolate peanut 
butter protein powder
315g (1⅓ cup) IMO syrup such as 
Vitafiber syrup
120g (½ cup) Walden Farms 
Caramel/Chocolate Syrup
1 tsp caramel extract
Cooking spray",10,2 HOUR
141,"1. Microwave liquid Vitafiber in a bowl until bubbles start to form
(about 30 seconds on high).
2. Remove bowl from microwave and add remaining ingredients.
Combine all the ingredients together with a mixer or spoon
until you achieve a sticky, doughy consistency.
3. Spread mixture onto a silicone tray and transfer to a freezer.
Pro Tip: To help transfer the gooey mixture, Greg recommends
that you spray one of your fingers with cooking spray to help
to evenly distribute across the tray.
4. After about 1 hour in the freezer, remove the tray and let sit at
room temperature for 5 minutes. Slice the batch into portion
sizes of choice (for reference on the nutrition by portion size,
see the nutrition table). Wrap individual pieces in wax paper
and return them to the freezer.
5. Coconut protein bars should remain in the freezer until they
are ready to be eaten.","M A K E S  1  B A T C H .  S E R V I N G 
S I Z E  V A R I E S  D E P E N D I N G 
O N  H O W  L A R G E  O R  S M A L L 
Y O U  C U T  T H E  P I E C E S .
264g (8 scoops) chocolate protein 
powder
315g (1⅓ cup) IMO syrup such as 
Liquid Vitafiber
30g unsweetened coconut fine flakes
20g (¼ cup) cocoa powder
110g Special K Protein Cereal
5g (1 tsp) coconut extract
½ tsp lemon rind
Cooking spray",20,2 HOUR
142,"1. Microwave IMO syrup in a bowl until bubbles start to form 
(about 30 seconds on high).
2. Remove bowl from microwave and add remaining ingredients. 
Combine all the ingredients together with a mixer or spoon 
until you achieve a sticky, doughy consistency.
3. Spread mixture onto a silicone tray and transfer to a 
freezer. Pro Tip: To help transfer the gooey mixture, Greg 
recommends that you spray one of your fingers with cooking 
spray to help to evenly distribute across the tray.
4. After about 1 hour in the freezer, remove the tray and let sit at 
room temperature for 5 minutes. Slice the batch into portion 
sizes of choice (for reference on the nutrition by portion size, 
see the nutrition table at the bottom right of this page). Wrap 
individual pieces in wax paper and return them to the freezer.
5. Chocolate bars should remain in the freezer until they are 
ready to be eaten. Eat within 5 minutes of removing from the 
freezer for best results.","M A K E S  1  B A T C H .  S E R V I N G 
S I Z E  V A R I E S  D E P E N D I N G  O N 
H O W  L A R G E  O R  S M A L L  Y O U 
C U T  T H E  P I E C E S .
264g (8 scoops) chocolate peanut 
butter whey protein powder
315g (1⅓ cup) IMO syrup such as 
Vitafiber syrup
120ml (½ cup) Walden Farms 
Chocolate Syrup
20g (¼ cup) cocoa powder
45g Christmas colored chocolate chips
5g (1 tsp) caramel extract (or 
peppermint extract
Cooking spray",20,2 HOUR
143,"1. Microwave IMO syrup in a bowl until bubbles start to form (about 
30 seconds on high).
2. Remove bowl from microwave and add remaining ingredients. 
Combine all the ingredients together with a mixer or spoon until 
you achieve a sticky, doughy consistency.
3. Spread mixture onto a silicone tray and transfer to a freezer. Pro 
Tip: To help transfer the gooey mixture, Greg recommends that 
you spray one of your fingers with cooking spray to help to evenly 
distribute across the tray.
4. After about 1 hour in the freezer, remove the tray and let sit at 
room temperature for 5 minutes. Slice the batch into portion sizes 
of choice* (see note). Wrap individual pieces in wax paper and 
return them to the freezer.
5. Chocolate bars should remain in the freezer until they are ready 
to be eaten. Eat within 5 minutes of removing from the freezer for 
best results.","M A K E S  1  B A T C H .  S E R V I N G 
S I Z E  V A R I E S  D E P E N D I N G 
O N  H O W  L A R G E  O R  S M A L L 
Y O U  C U T  T H E  P I E C E S .
230g (7 scoops) chocolate peanut 
butter cup whey protein powder
315g (1⅓ cup) IMO syrup such as 
Vitafiber syrup
120ml (½ cup) Walden Farms 
chocolate syrup
20g (4 tbsp) cocoa powder
60g (⅝ cup) peanut butter powder 
(PB2)
Cooking spray",20,2 HOUR
144,"1. Microwave IMO syrup in a bowl until bubbles start to form 
(about 30 seconds on high).
2. Remove bowl from microwave and add remaining ingredients. 
Combine all the ingredients together with a mixer or spoon 
until you achieve a sticky, doughy consistency.
3. Spread mixture onto a silicone tray and transfer to a freezer. 
Pro Tip: To help transfer the gooey mixture, Greg recommends 
that you spray one of your fingers with cooking spray to help to 
evenly distribute across the tray.
4. After about 1 hour in the freezer, remove the tray and let sit at 
room temperature for 5 minutes. Slice the batch into portion 
sizes of choice (for reference on the nutrition by portion size, 
see the nutrition table). Wrap individual pieces in wax paper 
and return them to the freezer.
5. Chocolate protein bars should remain in the freezer until they 
are ready to be eaten.","M A K E S  1  B A T C H .  S E R V I N G 
S I Z E  V A R I E S  D E P E N D I N G  O N 
H O W  L A R G E  O R  S M A L L  Y O U 
C U T  T H E  P I E C E S .
264g (8 scoops) chocolate peanut 
butter protein powder
315g (1⅓ cup) IMO syrup such as 
Vitafiber syrup
80ml (⅓ cup) Walden Farms Caramel or 
Chocolate Syrup
20g (¼ cup) cocoa powder
40g Skor chipits (toffee bits)
5g (1 tsp) caramel extract
Cooking spray",20,2 HOUR
